title,loan_status,title
Christian Principles,Fully Paid,1
Christie's Consolidation,Fully Paid,1
Christina  Roberts Debt Consolidation,Charged Off,1
Christine,Fully Paid,2
Christines loan,Charged Off,1
Christmas,Charged Off,1
Christmas,Fully Paid,1
Christmas 2010,Fully Paid,2
Christmas Expenses/Extra Cash,Fully Paid,1
Christmas Inventory,Fully Paid,1
Christmas Loan,Fully Paid,2
Christmas airfare 1 week before payday,Fully Paid,1
Christmas fund,Fully Paid,1
Christmas2010,Charged Off,1
Christy's Loan,Fully Paid,1
Chrysler Pay Off,Fully Paid,1
Chuck Home Improvement Load,Fully Paid,1
Chuck and Ronda's freedom,Charged Off,1
Chuck's Loan,Fully Paid,1
Cincinnati Move,Fully Paid,1
Cindy,Fully Paid,1
Ciro,Fully Paid,1
Cisco CCVP training for IT professional,Fully Paid,1
Citcard Paydown,Fully Paid,1
Citi,Fully Paid,2
Citi & Discover,Fully Paid,1
Citi / LC Payoff Loan,Fully Paid,1
Citi And BoA Consolidation,Fully Paid,1
Citi Bank sucks at 29.99% rate,Fully Paid,1
Citi Card,Fully Paid,3
Citi Card Payoff,Fully Paid,1
Citi Card Refinance,Fully Paid,2
Citi Cards,Charged Off,1
Citi Consolidation,Fully Paid,1
Citi Consolo,Fully Paid,1
Citi Credit Card Consolidation,Fully Paid,1
Citi Loan,Fully Paid,1
Citi Payoff,Fully Paid,2
Citi Rewards Refinance,Fully Paid,1
Citi card consolidation,Fully Paid,1
Citi card payoff,Fully Paid,2
Citi rate hike? No thanks...,Fully Paid,1
"Citi, Citi Trans, Amtrust",Fully Paid,1
Citi/1FB,Fully Paid,1
Citi/Chase Card Payoff,Fully Paid,1
CitiBankandCapOne Consolidation,Fully Paid,1
CitiCard,Fully Paid,2
CitiCard Consolidation,Fully Paid,1
CitiCard Pay Off,Fully Paid,1
CitiCard PayOff,Fully Paid,1
CitiFinancial Payoff,Fully Paid,1
Citibank,Fully Paid,3
Citibank 5 yr payoff,Fully Paid,1
Citibank AA MC refinance,Fully Paid,1
Citibank Credit Card Debt Consolidation,Fully Paid,1
Citibank Credit Card Refinance,Fully Paid,1
Citibank Credit Consolidation,Fully Paid,1
Citibank LOC Payoff,Fully Paid,1
Citibank MC,Fully Paid,1
Citibank No More!,Fully Paid,1
Citibank Payoff,Fully Paid,2
Citibank Refinance,Fully Paid,1
Citibank Removal,Fully Paid,1
Citibank Sux Loan,Fully Paid,1
Citibank balance,Fully Paid,1
Citibank is Satan,Fully Paid,1
Citibank refi,Fully Paid,1
Citibank&BestBuy,Fully Paid,1
Citicard,Fully Paid,1
Citicard ,Fully Paid,1
Citifinancial,Fully Paid,1
Citizens Bank & NEA CC,Fully Paid,1
Ck loan,Fully Paid,1
Claire's Goody Fund,Fully Paid,1
Clare's Motorcycle!!!,Fully Paid,1
Clarence and Alphie's Shaved Ice,Fully Paid,1
Clarence's leg surgery,Fully Paid,1
Clark Garage Loan,Fully Paid,1
Clark's Consolidation Loan,Fully Paid,1
Classic,Charged Off,1
Classic 1965 Mustang,Fully Paid,1
Classic Car Loan,Fully Paid,2
Classic Monte Carlo Car Loan,Fully Paid,1
Clean Accounts,Fully Paid,1
Clean Slate,Fully Paid,4
Clean Slate 2010!,Fully Paid,1
Clean Slate after Wedding,Fully Paid,1
Clean Slate for Graphic Designer,Fully Paid,1
Clean Start,Fully Paid,2
Clean Start in the New Year,Fully Paid,1
Clean Sweep,Fully Paid,1
Clean Up,Fully Paid,3
Clean Up from Divorce,Fully Paid,1
Clean it up,Fully Paid,1
Clean sweep,Fully Paid,1
Clean the slate and start a new life,Charged Off,1
Clean up,Charged Off,1
Clean up,Fully Paid,2
Clean up & fund through LC,Fully Paid,1
Clean up Debt,Fully Paid,1
Clean up credit card debt,Fully Paid,1
Clean up loan,Fully Paid,1
Clean up on aisle Credit Cards!,Fully Paid,1
Clean up small debts,Fully Paid,1
Clean-Slate Debt Consolidation Loan ,Fully Paid,1
CleanUpCC,Fully Paid,1
CleanUpFinances,Fully Paid,1
Cleaning House,Fully Paid,2
Cleaning Up,Fully Paid,1
Cleaning Up Credit Card Debt,Fully Paid,1
Cleaning Up My Act,Fully Paid,1
Cleaning Up Past Mistakes,Charged Off,1
Cleaning house of Debt,Fully Paid,1
Cleaning it up,Charged Off,1
Cleaning my slate,Fully Paid,1
Cleaning out credit card debt,Fully Paid,1
Cleaning out the Credit Cards,Fully Paid,1
Cleaning up debt,Fully Paid,1
Cleaning up my Credit,Fully Paid,1
Cleaning up the cards,Fully Paid,1
Cleanup,Fully Paid,1
Cleanup credit cards,Fully Paid,1
Clear,Fully Paid,1
Clear Cards For Work Travel,Fully Paid,1
Clear Creidit card debt,Fully Paid,1
Clear Visa Wachovia ,Fully Paid,1
Clear high interest cards,Fully Paid,1
Clear my credit card debt,Fully Paid,1
Clear that Credit Card!,Fully Paid,1
Clear that high rate credit card,Fully Paid,1
Clear up Bills,Charged Off,1
Clear-set terms to completion,Fully Paid,1
ClearCredit,Fully Paid,1
Clearing Debt,Fully Paid,1
Clearing My Debt,Fully Paid,1
Clearing Up the Credit Card for College!,Fully Paid,1
Clearing cards,Charged Off,1
Clearing out Credit Card Debt,Fully Paid,1
Clearing out Debt/High Interest Rates,Fully Paid,1
Click pool loan,Fully Paid,1
Clifford ,Fully Paid,1
Climb out of credit card debt! ,Fully Paid,1
Clint's Personal Loan,Fully Paid,1
Close Out Death of Spouse,Fully Paid,1
Close my credit card account!,Fully Paid,1
Close to Graduation,Fully Paid,1
Closed Credit Cards,Fully Paid,1
Closing,Fully Paid,1
Closing Cost Loan,Fully Paid,1
Closing Cost for Church Purchase,Fully Paid,1
Closing Cost for New Home,Fully Paid,1
Closing Costs,Fully Paid,1
Closing Costs Loan,Fully Paid,1
Closing Costs and Lending Club Consolidation,Fully Paid,1
Closing Costs of Previous Home,Fully Paid,1
Closing Credit Cards,Fully Paid,1
Closing Out Accumulated School Debt,Fully Paid,1
Closing Sears credit card at 21 percent,Fully Paid,1
Closing cost,Fully Paid,1
Closing costs,Fully Paid,2
Closing out and old credit card,Charged Off,1
Closing the Door on Grad School Debt,Fully Paid,1
Closure,Fully Paid,1
Closure of accounts,Fully Paid,1
Club Home improvement,Fully Paid,1
Club Loan,Fully Paid,2
Club Navigo Refinance,Fully Paid,1
Club loan,Fully Paid,1
ClubLoan,Fully Paid,1
Clump the Cards,Fully Paid,1
Cnsolidation,Fully Paid,1
Co Purchase May,Fully Paid,1
Co-Worker made offer too good to pass up,Fully Paid,1
Coaching Program,Fully Paid,1
Coastal Loan,Fully Paid,1
Codi's Credit Card Payoff,Fully Paid,1
Cody's Loan,Fully Paid,1
Coffee Company Expansion,Charged Off,1
Coffee Roastery,Fully Paid,1
Coffee Shop,Charged Off,1
Coffee Shop,Fully Paid,1
Coffee Shop on busy Seattle Street,Fully Paid,1
CoffeeHouse Start-Up,Charged Off,1
Coin-Op Billiard,Fully Paid,1
Cokie's DebtCon,Fully Paid,1
ColaborativeCollectionReduction,Charged Off,1
Cole's Loan,Fully Paid,1
Coledon's Club Loan,Charged Off,1
Colinsnana,Charged Off,1
Collector Haven Acquisitions Opportunity Fund,Fully Paid,1
Colleen - Pool,Fully Paid,1
College,Fully Paid,2
College Classes Expenses,Fully Paid,1
College Credit Card Pay off,Fully Paid,1
College Credit Card Payoff,Fully Paid,1
College Credit Card Repayment,Fully Paid,1
College Debt,Fully Paid,3
College Debt Consolidation,Fully Paid,2
College Debt Consolidation Laon,Fully Paid,1
College Debt Pay Off,Charged Off,1
College Education,Fully Paid,1
College Expenese,Fully Paid,1
College Expense,Fully Paid,1
College Fees,Fully Paid,1
College Fund,Fully Paid,1
College Funds,Fully Paid,1
College Grad needs loan to move into first apartment!!!,Fully Paid,1
College Grad needs to consolidate debt,Fully Paid,1
College Graduate's Fresh(er) Start,Fully Paid,1
College Loan,Charged Off,1
College Loan,Fully Paid,1
College Loan CIS Major Healthcare,Fully Paid,1
College Refinancing,Fully Paid,1
College Repayment,Charged Off,1
College Senior Needs a Fresh Start,Fully Paid,1
College Summer Semester,Fully Paid,1
College Tuition,Fully Paid,4
College Tuition for my Son,Fully Paid,1
College and Credit Cards,Fully Paid,1
College debt help!,Fully Paid,1
College help and Debt go!,Charged Off,1
College is Expensive,Fully Paid,1
College living expenses and Roth,Fully Paid,1
College plans saved!!,Charged Off,1
Collin,Fully Paid,1
Colorado,Fully Paid,1
Colorado AWD work/family vehicle,Fully Paid,1
Colsidation,Fully Paid,1
"Colsolidate Debt, cut the plastic",Charged Off,1
Colsolidation Loan,Fully Paid,1
Columbus,Fully Paid,1
Columbus State Community College,Fully Paid,1
Combination Loan,Fully Paid,1
Combine 2,Charged Off,1
Combine 2 card balances into one loan,Fully Paid,1
Combine 2 credit cards into fixed loan,Fully Paid,1
Combine 3 Cards to 1 loan.,Fully Paid,1
Combine Bills,Charged Off,1
Combine Load,Fully Paid,1
Combine Sallie Mae w/ Two Credit Cards,Fully Paid,1
Combine credit cards to reduce rate,Fully Paid,1
Combine loan,Fully Paid,1
Combine loans,Charged Off,1
Combining 2 Loans to Lower Payment,Fully Paid,1
Combining Debt To Have One Payment,Fully Paid,1
Combining credit cards,Fully Paid,1
Combo: debt consolidation & seed $$$ ,Fully Paid,1
Come Back Kid,Fully Paid,1
Come Out,Fully Paid,1
Comet Loan,Fully Paid,1
Comfyfunds,Fully Paid,1
Coming Up for Air,Fully Paid,1
Coming off a divorce and looking to consolidate debt,Fully Paid,1
Commercial Building DownPayment,Fully Paid,1
Committed Client,Fully Paid,1
Committed to Financial Security,Fully Paid,1
Commmitted to getting out of debt,Fully Paid,1
Common Sense,Fully Paid,1
Common sense Business loan,Charged Off,1
Community Center,Charged Off,1
Commuter Car,Fully Paid,1
Como Help,Fully Paid,1
CompCare Medical,Fully Paid,1
Compact,Charged Off,1
Compact My Debt,Fully Paid,1
Compass,Fully Paid,1
Complete Beta Testing Loan,Fully Paid,1
Complete Consolidation,Fully Paid,1
Complete Debt Consolidation,Charged Off,1
Complete Debt Consolidation,Fully Paid,1
Complete Debt Consolidation Loan for Economic Consultant,Fully Paid,1
Complete Home Improvement,Fully Paid,1
Complete consolidation,Fully Paid,1
Complete garage floor/doors,Fully Paid,1
Completion Package,Fully Paid,1
Computer,Fully Paid,2
Computer Equipment,Fully Paid,1
Computer Loan,Fully Paid,1
Computer Science graduate makes good,Fully Paid,1
Computer Work Station,Fully Paid,1
Computer equipment,Fully Paid,1
Computer/Moving Expenses Loan,Fully Paid,1
Computor Loan,Fully Paid,1
ConSol,Fully Paid,1
Concentrating several small balances,Fully Paid,1
Concession Stand,Charged Off,1
Concession Trailer,Fully Paid,1
Concolidation,Charged Off,1
Concolidation,Fully Paid,1
Concrete,Fully Paid,1
Concrete Forman ,Charged Off,1
Concrete Repairs,Fully Paid,1
Condensed Credit Cards,Fully Paid,1
Condo,Fully Paid,3
Condo Down Payment,Fully Paid,1
Condo Garage Parking,Fully Paid,1
Condo Loan,Fully Paid,1
Condo Refinance,Fully Paid,1
Condo Renovation Loan,Fully Paid,1
Condo Repairs,Fully Paid,1
Condolidation,Fully Paid,1
Condolidation of Credit Card Debt,Fully Paid,1
Condominium Payment,Fully Paid,1
Connecticut School of Broadcasting,Fully Paid,1
Connor improvements,Fully Paid,1
Conolidation,Fully Paid,1
Conquering the Rose,Fully Paid,1
Cons Bill,Fully Paid,1
Cons Loan,Fully Paid,1
Cons. Debt/Lower Interest & One Payment,Fully Paid,1
Cons_Loan,Fully Paid,1
Conscientious Borrower,Fully Paid,1
Considation,Fully Paid,1
Consildate loan,Fully Paid,1
Consilidating Debt,Fully Paid,1
Consilidation,Fully Paid,1
Consilidation Loan,Fully Paid,1
Consiolidation,Fully Paid,1
Consistent Monthly Payment!,Fully Paid,1
Conslidation,Charged Off,1
Consloidation loan,Fully Paid,1
Conso Loan,Fully Paid,4
Consol,Charged Off,1
Consol,Fully Paid,4
Consol ,Fully Paid,1
Consol Debt,Fully Paid,1
Consol Lending Club Ln with College Bill,Fully Paid,1
Consol Loan,Fully Paid,3
Consol loan,Fully Paid,1
Consol-Gen,Charged Off,1
Consoladation,Fully Paid,2
Consoladation ,Fully Paid,1
Consoladtion Loan,Fully Paid,1
Consolation Loan,Charged Off,1
Consoldating Debt,Fully Paid,1
Console Me I Need to Consolidate,Fully Paid,1
Consoliate all debt,Fully Paid,1
Consoliation Loan,Fully Paid,1
Consolid Loan,Fully Paid,1
Consolidate,Charged Off,16
Consolidate,Fully Paid,109
Consolidate ,Fully Paid,2
Consolidate & Accelerate,Fully Paid,1
Consolidate & Business,Fully Paid,1
Consolidate & Combine,Fully Paid,1
Consolidate & Eradicate...Bills,Fully Paid,1
Consolidate & Eradicate...Part Deux,Fully Paid,1
Consolidate & Help the Family Budget,Charged Off,1
Consolidate -Lower Payment- Save Money,Fully Paid,1
Consolidate / Update,Fully Paid,1
Consolidate 1,Charged Off,1
Consolidate 1,Fully Paid,1
Consolidate 2 Cards and a Truck,Fully Paid,1
Consolidate 2 high interest credit cards,Fully Paid,1
Consolidate 2009,Fully Paid,1
Consolidate 2011,Fully Paid,1
Consolidate 3,Fully Paid,1
Consolidate 3 CreditCards + Bike,Fully Paid,1
Consolidate 3 credit card debts,Fully Paid,1
Consolidate 6 Accounts,Fully Paid,1
Consolidate All Debt and Payoff CCs,Charged Off,1
Consolidate Baby!,Fully Paid,1
Consolidate Bills,Charged Off,3
Consolidate Bills,Fully Paid,8
Consolidate Business Start Up Expenses,Fully Paid,1
Consolidate C Card debt from Hurricane,Fully Paid,1
Consolidate CC & Home Improvement,Fully Paid,1
Consolidate CC and Loans,Fully Paid,1
Consolidate CC debt,Fully Paid,2
"Consolidate CC debt, No Late Payments",Fully Paid,1
Consolidate CC's / Moving Relocation,Charged Off,1
Consolidate CCs and pay back family ,Fully Paid,1
Consolidate Canceled Credit to Get Ahead,Fully Paid,1
Consolidate Car,Fully Paid,1
Consolidate Car Loans and Credit Cards,Fully Paid,1
Consolidate Car and Card,Fully Paid,1
Consolidate Cards,Fully Paid,1
Consolidate Citibank and Chase ODP,Fully Paid,1
Consolidate Closed Credit Accounts,Fully Paid,1
Consolidate Credit,Fully Paid,2
Consolidate Credit & Education Debt,Fully Paid,1
Consolidate Credit Balances,Fully Paid,1
Consolidate Credit Card,Fully Paid,2
Consolidate Credit Card Balances,Fully Paid,1
Consolidate Credit Card Debt,Charged Off,2
Consolidate Credit Card Debt,Fully Paid,23
Consolidate Credit Card Debt Loan,Fully Paid,1
Consolidate Credit Card Payments,Charged Off,1
Consolidate Credit Card Payments,Fully Paid,1
Consolidate Credit Card debit,Charged Off,1
Consolidate Credit Cards,Charged Off,2
Consolidate Credit Cards,Fully Paid,14
Consolidate Credit Cards and Payoff Once and For all,Fully Paid,1
Consolidate Credit Cards and pay off a college bill,Fully Paid,1
Consolidate Credit Cards for better rate,Fully Paid,1
"Consolidate Credit Cards, 13% & 18%",Fully Paid,1
"Consolidate Credit Cards, Never Missed a Payment!",Charged Off,1
Consolidate Credit Debt,Fully Paid,1
Consolidate Credit Debt To A Lower APR,Fully Paid,1
Consolidate Credit and Legal Fees,Fully Paid,1
Consolidate Debt,Charged Off,7
Consolidate Debt,Fully Paid,49
Consolidate Debt & StartUp Business,Charged Off,1
Consolidate Debt (Student Loans),Fully Paid,1
Consolidate Debt - 3rd Lending Club Loan,Fully Paid,1
Consolidate Debt / Arbitrage ,Fully Paid,1
Consolidate Debt :),Fully Paid,1
Consolidate Debt After Divorce,Fully Paid,1
Consolidate Debt At Lower Interest Rate,Fully Paid,1
Consolidate Debt Loan,Fully Paid,1
Consolidate Debt May10,Fully Paid,1
Consolidate Debt Objective,Fully Paid,1
Consolidate Debt and Contribute to IRA,Fully Paid,1
Consolidate Debt and Credit Card Int.,Fully Paid,1
Consolidate Debt and Help Parents Through a Difficult Time,Fully Paid,1
Consolidate Debt and Home Repair,Fully Paid,1
Consolidate Debt and Pay Taxes,Fully Paid,1
Consolidate Debt and Start to Save!,Fully Paid,1
Consolidate Debt and remodel of home,Fully Paid,1
Consolidate Debt at Lower Rate,Fully Paid,1
Consolidate Debt for Parents,Fully Paid,1
Consolidate Debt from College,Fully Paid,1
Consolidate Debt to Get Back on Top / Car Repair!,Fully Paid,1
Consolidate Debt to Save for Graduate School!,Fully Paid,1
Consolidate Debt to Start Business,Charged Off,1
Consolidate Debt used for home improveme,Fully Paid,1
Consolidate Debt!,Fully Paid,1
"Consolidate Debt, Reliable Borrower",Fully Paid,1
Consolidate Debts,Charged Off,2
Consolidate Debts,Fully Paid,4
Consolidate Debts of Higher Rate,Fully Paid,1
Consolidate Debts to one,Fully Paid,1
Consolidate Dept,Fully Paid,1
Consolidate Healthcare Debt.,Fully Paid,1
Consolidate High % Credit Cards & Loans,Fully Paid,1
Consolidate High Interest CC Debt,Fully Paid,1
Consolidate High Interest Credit Card,Fully Paid,1
Consolidate High Interest Credit Cards,Fully Paid,1
Consolidate High Interest Loan and CC's,Fully Paid,1
Consolidate Higher Interest Debt,Fully Paid,1
Consolidate Hight Interest Credit Cards,Charged Off,1
Consolidate It,Fully Paid,1
Consolidate Loan,Charged Off,2
Consolidate Loan,Fully Paid,3
Consolidate Loans and to get score up,Fully Paid,1
Consolidate Loans on 2nd Property,Fully Paid,1
Consolidate Macy's and Citi Cards,Fully Paid,1
Consolidate Me,Fully Paid,1
Consolidate Me!!,Fully Paid,1
Consolidate Medical School Debt,Fully Paid,1
Consolidate Misc Debts,Fully Paid,1
Consolidate Multiple High rates ,Fully Paid,1
Consolidate Multiple Monthly Payments,Fully Paid,1
Consolidate My Bills,Fully Paid,1
Consolidate My Credit Cards & Save Money,Fully Paid,1
Consolidate My Debt,Fully Paid,4
Consolidate My Debt - One Payment,Fully Paid,1
Consolidate My Debts,Fully Paid,1
Consolidate Pesky Credit Card Debts,Fully Paid,1
Consolidate Pesky high interest rates,Fully Paid,1
Consolidate Remaining CC debt; NO RISK,Fully Paid,1
Consolidate Remaining Debt,Fully Paid,1
Consolidate Revolving Debt,Fully Paid,1
Consolidate SZ8J4F,Fully Paid,1
Consolidate Store Credit Cards,Fully Paid,1
Consolidate Student Debt and Bills,Fully Paid,1
Consolidate Student Loans to Lower Rate,Fully Paid,1
Consolidate Tahiti Village,Fully Paid,1
Consolidate The Universe,Fully Paid,1
Consolidate To Discipline,Fully Paid,1
Consolidate Two Credit Card Balances,Fully Paid,1
Consolidate Unexpected Expenses,Fully Paid,1
Consolidate Vespa & Credit Cards,Fully Paid,1
Consolidate Wedding Expenses,Fully Paid,1
Consolidate a few credit cards,Fully Paid,1
Consolidate after home purchase & repair,Fully Paid,1
Consolidate all CC debts,Fully Paid,1
Consolidate and Build,Fully Paid,1
Consolidate and Close Accounts,Fully Paid,1
Consolidate and Conquer,Fully Paid,1
Consolidate and Elinate Debt Forever,Fully Paid,1
Consolidate and Home Improvement,Fully Paid,1
Consolidate and Learn,Fully Paid,1
Consolidate and Lower Monthly Payment,Charged Off,1
Consolidate and Make Me Happy!,Fully Paid,1
Consolidate and Pay Down Debt,Fully Paid,1
Consolidate and Save,Fully Paid,1
Consolidate and Simplify,Fully Paid,2
Consolidate and Small Investment,Fully Paid,1
Consolidate and Win,Fully Paid,1
Consolidate and lower rate,Fully Paid,1
Consolidate and regain my sanity,Fully Paid,1
Consolidate and then pay off ASAP!!,Fully Paid,1
Consolidate at a better interest rate,Charged Off,1
Consolidate at a lower rate,Charged Off,1
Consolidate bills,Charged Off,1
Consolidate bills,Fully Paid,2
Consolidate bills & lower expenses,Fully Paid,1
Consolidate cc debt,Fully Paid,1
Consolidate college tuition debt,Fully Paid,1
Consolidate credit card debt,Charged Off,2
Consolidate credit card debt,Fully Paid,8
Consolidate credit card debt...,Fully Paid,1
Consolidate credit card debts,Fully Paid,3
Consolidate credit card payments,Fully Paid,1
Consolidate credit cards,Charged Off,1
Consolidate credit cards,Fully Paid,5
Consolidate credit cards balance,Fully Paid,1
Consolidate credit cards for a better rate,Fully Paid,1
Consolidate current debt and BSN,Fully Paid,1
Consolidate debit with lower rate,Fully Paid,1
Consolidate debt,Charged Off,4
Consolidate debt,Fully Paid,27
Consolidate debt ,Fully Paid,1
Consolidate debt / reduce interest rate,Fully Paid,1
Consolidate debt and expenses,Fully Paid,1
Consolidate debt and pay for wedding,Fully Paid,1
Consolidate debt and replace appliances,Fully Paid,1
Consolidate debt at a lower rate,Fully Paid,1
Consolidate debt for a lower rate,Fully Paid,1
Consolidate debt into one auto-payment,Fully Paid,1
Consolidate debt single fixed payment,Fully Paid,1
Consolidate debt to Prepare for our Baby,Fully Paid,1
Consolidate debt to one payment,Fully Paid,1
"Consolidate debt, lower interest rate",Fully Paid,1
"Consolidate debt, minor home repairs",Fully Paid,1
"Consolidate debt, new business, other",Fully Paid,1
"Consolidate debt, simplify life",Fully Paid,1
Consolidate debt.. Never late..,Fully Paid,1
Consolidate debt/help daughter,Fully Paid,1
Consolidate debt/home improvement,Fully Paid,1
Consolidate debt/small purchases,Fully Paid,1
Consolidate debts into one payment,Fully Paid,1
Consolidate debts to one payment,Fully Paid,1
Consolidate for 2008,Fully Paid,1
Consolidate for 2012,Fully Paid,1
Consolidate for Success,Charged Off,1
Consolidate for freedom,Fully Paid,2
Consolidate high interest credit card,Fully Paid,2
Consolidate high interest credit cards,Fully Paid,2
Consolidate high interest debt,Fully Paid,1
Consolidate high interest loans,Charged Off,1
Consolidate high interest loans,Fully Paid,1
Consolidate high interest loans ,Fully Paid,1
Consolidate high interest rate loan,Fully Paid,1
Consolidate high rate credit cards,Charged Off,1
Consolidate higher interest debt,Fully Paid,1
Consolidate last of my credit card Debt,Fully Paid,1
Consolidate loan/credit card balance,Fully Paid,1
Consolidate me 2011,Charged Off,1
Consolidate me!,Charged Off,1
Consolidate medical and other debts,Fully Paid,1
Consolidate minor credit cards,Fully Paid,1
Consolidate monthly payments,Fully Paid,1
Consolidate my Debt,Charged Off,1
Consolidate my NYC Debt,Fully Paid,1
"Consolidate my bills, & get out of debt!",Fully Paid,1
Consolidate my credit cards,Fully Paid,1
Consolidate my debt!,Fully Paid,1
Consolidate my high interest credit card,Fully Paid,1
Consolidate my last outstanding debts,Fully Paid,1
Consolidate my loans!,Fully Paid,1
Consolidate relocation debt,Fully Paid,1
Consolidate small debts,Fully Paid,1
Consolidate some other loans,Charged Off,1
Consolidate the debt,Fully Paid,1
Consolidate this debt!,Fully Paid,1
Consolidate to Become Debt Free,Fully Paid,1
Consolidate to Eliminate,Fully Paid,2
Consolidate to One Payment,Fully Paid,1
Consolidate to attain debt-free living,Fully Paid,1
Consolidate to help with College Wife,Fully Paid,1
Consolidate to increase monthly income,Fully Paid,1
Consolidate to just 1 Payment,Fully Paid,1
Consolidate to lower rate,Fully Paid,1
Consolidate to move on,Fully Paid,1
Consolidate two loans,Fully Paid,1
Consolidate!,Fully Paid,2
Consolidate&PAYOFFCar& Credit,Fully Paid,1
"Consolidate,etc",Charged Off,1
"Consolidate- MAC, Kangen & Capital One",Fully Paid,1
Consolidate/Home Improvement,Fully Paid,1
Consolidate/Payoff & Go GREEN,Charged Off,1
Consolidate/Reduce Credit Card Payments,Fully Paid,1
Consolidate/Refi higher interest payment,Fully Paid,1
Consolidate/home improvement,Fully Paid,1
Consolidate2,Fully Paid,1
Consolidate3DebtsInto1PAYOFF,Fully Paid,1
"Consolidate: Car, Computer, Tuition",Fully Paid,1
ConsolidateCCs,Fully Paid,1
ConsolidateDebt,Fully Paid,1
ConsolidateDebt & Pay Daughter's College,Fully Paid,1
ConsolidateNOW,Fully Paid,1
Consolidated,Charged Off,1
Consolidated,Fully Paid,8
Consolidated Credit Card Debt with Better Rate,Fully Paid,1
Consolidated Credit Card Loan,Fully Paid,2
Consolidated Credit Cards,Fully Paid,2
Consolidated Debt,Fully Paid,2
Consolidated Debt Loan,Fully Paid,1
Consolidated Load,Fully Paid,1
Consolidated Loan,Charged Off,1
Consolidated Loan,Fully Paid,2
Consolidated at Lower Interest Rate!,Charged Off,1
Consolidated loan,Charged Off,1
Consolidated of Credit Card Debt,Fully Paid,1
Consolidated23K,Fully Paid,1
Consolidating,Fully Paid,2
"Consolidating $16,000 debt, good credit",Fully Paid,1
Consolidating & Simplifying,Fully Paid,1
Consolidating / Paying off Small loan,Fully Paid,1
Consolidating 2 20+% interest Cards,Fully Paid,1
Consolidating 2 Debts into 1,Charged Off,1
Consolidating 2 High Interest Cards,Fully Paid,1
Consolidating 3 different student loans,Fully Paid,1
"Consolidating ALL debt in good standing, at lower rate.",Fully Paid,1
Consolidating Accounts,Fully Paid,1
Consolidating All Debt Into One Loan,Fully Paid,1
Consolidating American Excess Card,Fully Paid,1
Consolidating BankofAmerica CreditCards,Charged Off,1
Consolidating Big Bank Debt,Fully Paid,1
Consolidating Bills,Fully Paid,1
Consolidating CC Debt,Fully Paid,1
Consolidating CC debt,Charged Off,1
Consolidating CC's previously used for prosecution of alleged child molestor,Charged Off,1
Consolidating CCs after medical expenses,Charged Off,1
Consolidating Car and Dental Loan Debt,Fully Paid,1
Consolidating Cards,Fully Paid,1
Consolidating Cards Used While Jobless,Fully Paid,1
Consolidating Credit,Fully Paid,2
Consolidating Credit - I've never had a late payment. Full time job.,Fully Paid,1
Consolidating Credit Card,Fully Paid,1
Consolidating Credit Card Bills.,Charged Off,1
Consolidating Credit Card Debit,Fully Paid,1
Consolidating Credit Card Debt,Charged Off,1
Consolidating Credit Card Debt,Fully Paid,11
Consolidating Credit Card Loan,Fully Paid,1
Consolidating Credit Card debt,Fully Paid,1
Consolidating Credit Card debt @ a lower rate,Fully Paid,1
Consolidating Credit Card to a lower APR,Fully Paid,1
Consolidating Credit Cards,Fully Paid,5
Consolidating Credit Cards ,Fully Paid,1
Consolidating Credit Cards &Car payment,Fully Paid,1
Consolidating Credit Cards with 30% APR!,Fully Paid,1
Consolidating Credit Cards!,Fully Paid,1
Consolidating Debt,Charged Off,2
Consolidating Debt,Fully Paid,16
Consolidating Debt & Getting Head Start,Fully Paid,1
Consolidating Debt - Conservative money management,Fully Paid,1
Consolidating Debt / Car Repairs,Fully Paid,1
Consolidating Debt P2P Style,Fully Paid,1
Consolidating Debt at a lower rate...,Fully Paid,1
Consolidating Debt at lower rates.,Fully Paid,1
Consolidating Debt from Home Repair,Fully Paid,1
Consolidating Debt into One Monthly,Fully Paid,1
"Consolidating Debt, Expanding Business",Fully Paid,1
"Consolidating Debt, Getting Rid of CC's",Fully Paid,1
"Consolidating Debt, after job loss",Fully Paid,1
"Consolidating Debt, paying taxes",Fully Paid,1
"Consolidating Debt, replacing flood damaged belongings",Fully Paid,1
Consolidating Debt- Looking to my Peers,Fully Paid,1
Consolidating Debts,Fully Paid,3
Consolidating High Credit Cards,Charged Off,1
Consolidating High Interest Credit Cards,Charged Off,1
Consolidating High Interest Credit Cards,Fully Paid,2
Consolidating High Interest Credit Debt,Fully Paid,1
Consolidating High Interest Debt,Fully Paid,1
Consolidating High Interest Loans,Fully Paid,2
Consolidating High Interest Rates,Fully Paid,1
Consolidating High-Interest Personal Loan Used to Buy Computer,Fully Paid,1
Consolidating Higher Interest Credit Cards,Fully Paid,1
Consolidating Higher Rate Loans,Fully Paid,1
Consolidating Loan,Fully Paid,3
Consolidating Medical Bills,Fully Paid,1
Consolidating My Credit Card Debt,Fully Paid,2
Consolidating My Credit Cards,Fully Paid,1
Consolidating My Debt,Fully Paid,1
Consolidating My Debt:),Fully Paid,1
Consolidating My Debts = Much Easier,Fully Paid,1
Consolidating My Debts in 2011,Fully Paid,1
Consolidating Student Loans,Fully Paid,1
Consolidating To a Fixed Lower Rate,Fully Paid,1
Consolidating Two High APR Credit Cards,Fully Paid,1
Consolidating Wedding Credit Card Debt,Fully Paid,1
